position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
20,lick,-,UP,John Coltrane,2,1,[2|1],11,1,[11|1]
21,lick,-,UP,John Coltrane,1,0,[1|0],1,0,[1|0]
1,line,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
2,line,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
3,line,-,UP,John Coltrane,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Miles Davis,2,2,[2|2],01,11,[01|11]
2,lick,-,UP,Miles Davis,2,1,[2|1],11,1,[11|1]
3,lick,-,UP,Miles Davis,1,1,[1|1],1,1,[1|1]
4,lick,-,UP,Miles Davis,1,1,[1|1],1,1,[1|1]
5,lick,-,UP,Miles Davis,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,Miles Davis,1,0,[1|0],1,0,[1|0]
1,line,-,MEDIUM,Joshua Redman,8,6,[8|6],01010111,001101,[01010111|001101]
2,line,-,MEDIUM,Joshua Redman,6,4,[6|4],001101,1111,[001101|1111]
3,line,-,MEDIUM,Joshua Redman,4,4,[4|4],1111,1111,[1111|1111]
4,line,-,MEDIUM,Joshua Redman,4,4,[4|4],1111,1111,[1111|1111]
5,line,-,MEDIUM,Joshua Redman,4,4,[4|4],1111,1111,[1111|1111]
6,line,-,MEDIUM,Joshua Redman,4,5,[4|5],1111,10111,[1111|10111]
7,line,-,MEDIUM,Joshua Redman,5,4,[5|4],10111,1111,[10111|1111]
8,line,-,MEDIUM,Joshua Redman,4,4,[4|4],1111,1101,[1111|1101]
9,line,-,MEDIUM,Joshua Redman,4,6,[4|6],1101,001101,[1101|001101]
10,line,-,MEDIUM,Joshua Redman,6,0,[6|0],001101,0,[001101|0]
1,lick,-,UP,Michael Brecker,4,2,[4|2],0001,01,[0001|01]
2,lick,-,UP,Michael Brecker,2,4,[2|4],01,0001,[01|0001]
3,lick,-,UP,Michael Brecker,4,2,[4|2],0001,11,[0001|11]
4,lick,-,UP,Michael Brecker,2,1,[2|1],11,1,[11|1]
5,lick,-,UP,Michael Brecker,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,Michael Brecker,1,1,[1|1],1,1,[1|1]
7,lick,-,UP,Michael Brecker,1,2,[1|2],1,11,[1|11]
8,lick,-,UP,Michael Brecker,2,3,[2|3],11,011,[11|011]
9,lick,-,UP,Michael Brecker,3,2,[3|2],011,01,[011|01]
10,lick,-,UP,Michael Brecker,2,2,[2|2],01,01,[01|01]
11,lick,-,UP,Michael Brecker,2,1,[2|1],01,1,[01|1]
12,lick,-,UP,Michael Brecker,1,1,[1|1],1,1,[1|1]
13,lick,-,UP,Michael Brecker,1,3,[1|3],1,111,[1|111]
14,lick,-,UP,Michael Brecker,3,2,[3|2],111,11,[111|11]
15,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
16,lick,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
17,lick,-,UP,Michael Brecker,2,1,[2|1],01,1,[01|1]
18,lick,-,UP,Michael Brecker,1,1,[1|1],1,1,[1|1]
19,lick,-,UP,Michael Brecker,1,2,[1|2],1,11,[1|11]
20,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
21,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
22,lick,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
23,lick,-,UP,Michael Brecker,2,2,[2|2],01,01,[01|01]
24,lick,-,UP,Michael Brecker,2,2,[2|2],01,01,[01|01]
25,lick,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
26,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
27,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
28,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
29,lick,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
30,lick,-,UP,Michael Brecker,2,1,[2|1],01,1,[01|1]
31,lick,-,UP,Michael Brecker,1,2,[1|2],1,11,[1|11]
32,lick,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
33,lick,-,UP,Michael Brecker,2,1,[2|1],01,1,[01|1]
34,lick,-,UP,Michael Brecker,1,4,[1|4],1,1111,[1|1111]
35,lick,-,UP,Michael Brecker,4,3,[4|3],1111,011,[1111|011]
36,lick,-,UP,Michael Brecker,3,4,[3|4],011,1111,[011|1111]
37,lick,-,UP,Michael Brecker,4,4,[4|4],1111,0001,[1111|0001]
38,lick,-,UP,Michael Brecker,4,2,[4|2],0001,01,[0001|01]
39,lick,-,UP,Michael Brecker,2,2,[2|2],01,01,[01|01]
40,lick,-,UP,Michael Brecker,2,4,[2|4],01,0001,[01|0001]
41,lick,-,UP,Michael Brecker,4,3,[4|3],0001,011,[0001|011]
42,lick,-,UP,Michael Brecker,3,2,[3|2],011,01,[011|01]
43,lick,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
44,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
45,lick,-,UP,Michael Brecker,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Kenny Dorham,2,2,[2|2],11,11,[11|11]
2,lick,-,UP,Kenny Dorham,2,4,[2|4],11,0001,[11|0001]
3,lick,-,UP,Kenny Dorham,4,2,[4|2],0001,11,[0001|11]
4,lick,-,UP,Kenny Dorham,2,2,[2|2],11,11,[11|11]
5,lick,-,UP,Kenny Dorham,2,2,[2|2],11,11,[11|11]
6,lick,-,UP,Kenny Dorham,2,2,[2|2],11,01,[11|01]
7,lick,-,UP,Kenny Dorham,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
2,line,-,UP,Chris Potter,2,2,[2|2],01,11,[01|11]
3,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
7,line,-,UP,Chris Potter,2,2,[2|2],01,11,[01|11]
8,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Chris Potter,2,1,[2|1],11,1,[11|1]
16,line,-,UP,Chris Potter,1,3,[1|3],1,110,[1|110]
17,line,-,UP,Chris Potter,3,2,[3|2],110,11,[110|11]
18,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
19,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
23,line,-,UP,Chris Potter,2,4,[2|4],11,1111,[11|1111]
24,line,-,UP,Chris Potter,4,2,[4|2],1111,11,[1111|11]
25,line,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
26,line,-,UP,Chris Potter,2,1,[2|1],11,1,[11|1]
27,line,-,UP,Chris Potter,1,3,[1|3],1,111,[1|111]
28,line,-,UP,Chris Potter,3,2,[3|2],111,01,[111|01]
29,line,-,UP,Chris Potter,2,2,[2|2],01,01,[01|01]
30,line,-,UP,Chris Potter,2,2,[2|2],01,11,[01|11]
31,line,-,UP,Chris Potter,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Dexter Gordon,4,4,[4|4],1001,0110,[1001|0110]
2,lick,-,UP,Dexter Gordon,4,2,[4|2],0110,11,[0110|11]
3,lick,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,Dexter Gordon,2,1,[2|1],11,1,[11|1]
5,lick,-,UP,Dexter Gordon,1,3,[1|3],1,011,[1|011]
6,lick,-,UP,Dexter Gordon,3,2,[3|2],011,01,[011|01]
7,lick,-,UP,Dexter Gordon,2,1,[2|1],01,1,[01|1]
8,lick,-,UP,Dexter Gordon,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
19,line,-,UP,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Gerry Mulligan,2,2,[2|2],11,01,[11|01]
21,line,-,UP,Gerry Mulligan,2,2,[2|2],01,01,[01|01]
22,line,-,UP,Gerry Mulligan,2,2,[2|2],01,11,[01|11]
23,line,-,UP,Gerry Mulligan,2,2,[2|2],11,01,[11|01]
24,line,-,UP,Gerry Mulligan,2,2,[2|2],01,11,[01|11]
25,line,-,UP,Gerry Mulligan,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Joshua Redman,2,4,[2|4],11,1101,[11|1101]
2,lick,-,UP,Joshua Redman,4,1,[4|1],1101,1,[1101|1]
3,lick,-,UP,Joshua Redman,1,2,[1|2],1,11,[1|11]
4,lick,-,UP,Joshua Redman,2,4,[2|4],11,1001,[11|1001]
5,lick,-,UP,Joshua Redman,4,0,[4|0],1001,0,[1001|0]
1,line,-,MEDIUM UP,Eric Dolphy,6,8,[6|8],111101,10101111,[111101|10101111]
2,line,-,MEDIUM UP,Eric Dolphy,8,4,[8|4],10101111,1111,[10101111|1111]
3,line,-,MEDIUM UP,Eric Dolphy,4,6,[4|6],1111,111011,[1111|111011]
4,line,-,MEDIUM UP,Eric Dolphy,6,3,[6|3],111011,111,[111011|111]
5,line,-,MEDIUM UP,Eric Dolphy,3,8,[3|8],111,00101111,[111|00101111]
6,line,-,MEDIUM UP,Eric Dolphy,8,4,[8|4],00101111,1011,[00101111|1011]
7,line,-,MEDIUM UP,Eric Dolphy,4,5,[4|5],1011,11111,[1011|11111]
8,line,-,MEDIUM UP,Eric Dolphy,5,1,[5|1],11111,1,[11111|1]
9,line,-,MEDIUM UP,Eric Dolphy,1,4,[1|4],1,0011,[1|0011]
10,line,-,MEDIUM UP,Eric Dolphy,4,4,[4|4],0011,1111,[0011|1111]
11,line,-,MEDIUM UP,Eric Dolphy,4,4,[4|4],1111,1011,[1111|1011]
12,line,-,MEDIUM UP,Eric Dolphy,4,3,[4|3],1011,110,[1011|110]
13,line,-,MEDIUM UP,Eric Dolphy,3,2,[3|2],110,11,[110|11]
14,line,-,MEDIUM UP,Eric Dolphy,2,3,[2|3],11,110,[11|110]
15,line,-,MEDIUM UP,Eric Dolphy,3,2,[3|2],110,11,[110|11]
16,line,-,MEDIUM UP,Eric Dolphy,2,4,[2|4],11,0111,[11|0111]
17,line,-,MEDIUM UP,Eric Dolphy,4,4,[4|4],0111,1111,[0111|1111]
18,line,-,MEDIUM UP,Eric Dolphy,4,4,[4|4],1111,1111,[1111|1111]
19,line,-,MEDIUM UP,Eric Dolphy,4,0,[4|0],1111,0,[1111|0]
1,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
2,lick,-,UP,David Liebman,2,2,[2|2],01,11,[01|11]
3,lick,-,UP,David Liebman,2,4,[2|4],11,0001,[11|0001]
4,lick,-,UP,David Liebman,4,2,[4|2],0001,01,[0001|01]
5,lick,-,UP,David Liebman,2,0,[2|0],01,0,[01|0]
1,lick,-,UP,Pepper Adams,2,1,[2|1],11,1,[11|1]
2,lick,-,UP,Pepper Adams,1,2,[1|2],1,11,[1|11]
3,lick,-,UP,Pepper Adams,2,1,[2|1],11,1,[11|1]
4,lick,-,UP,Pepper Adams,1,3,[1|3],1,011,[1|011]
5,lick,-,UP,Pepper Adams,3,0,[3|0],011,0,[011|0]
1,lick,-,MEDIUM SLOW,Steve Coleman,8,4,[8|4],01010101,1111,[01010101|1111]
2,lick,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1101,[1111|1101]
3,lick,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1101,1001,[1101|1001]
4,lick,-,MEDIUM SLOW,Steve Coleman,4,0,[4|0],1001,0,[1001|0]
1,lick,-,MEDIUM UP,Bob Berg,2,2,[2|2],11,01,[11|01]
2,lick,-,MEDIUM UP,Bob Berg,2,4,[2|4],01,1101,[01|1101]
3,lick,-,MEDIUM UP,Bob Berg,4,0,[4|0],1101,0,[1101|0]
1,lick,-,UP,Woody Shaw,1,1,[1|1],1,1,[1|1]
2,lick,-,UP,Woody Shaw,1,1,[1|1],1,1,[1|1]
3,lick,-,UP,Woody Shaw,1,4,[1|4],1,0011,[1|0011]
4,lick,-,UP,Woody Shaw,4,3,[4|3],0011,111,[0011|111]
5,lick,-,UP,Woody Shaw,3,0,[3|0],111,0,[111|0]
1,line,-,MEDIUM,Lee Konitz,2,2,[2|2],11,11,[11|11]
2,line,-,MEDIUM,Lee Konitz,2,1,[2|1],11,1,[11|1]
3,line,-,MEDIUM,Lee Konitz,1,1,[1|1],1,1,[1|1]
4,line,-,MEDIUM,Lee Konitz,1,2,[1|2],1,11,[1|11]
5,line,-,MEDIUM,Lee Konitz,2,4,[2|4],11,0111,[11|0111]
6,line,-,MEDIUM,Lee Konitz,4,1,[4|1],0111,1,[0111|1]
7,line,-,MEDIUM,Lee Konitz,1,2,[1|2],1,11,[1|11]
8,line,-,MEDIUM,Lee Konitz,2,2,[2|2],11,11,[11|11]
9,line,-,MEDIUM,Lee Konitz,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Zoot Sims,2,1,[2|1],11,1,[11|1]
2,lick,-,UP,Zoot Sims,1,2,[1|2],1,01,[1|01]
3,lick,-,UP,Zoot Sims,2,2,[2|2],01,11,[01|11]
4,lick,-,UP,Zoot Sims,2,2,[2|2],11,01,[11|01]
5,lick,-,UP,Zoot Sims,2,3,[2|3],01,011,[01|011]
6,lick,-,UP,Zoot Sims,3,1,[3|1],011,1,[011|1]
7,lick,-,UP,Zoot Sims,1,4,[1|4],1,0001,[1|0001]
8,lick,-,UP,Zoot Sims,4,1,[4|1],0001,1,[0001|1]
9,lick,-,UP,Zoot Sims,1,1,[1|1],1,1,[1|1]
10,lick,-,UP,Zoot Sims,1,1,[1|1],1,1,[1|1]
11,lick,-,UP,Zoot Sims,1,2,[1|2],1,11,[1|11]
12,lick,-,UP,Zoot Sims,2,2,[2|2],11,11,[11|11]
13,lick,-,UP,Zoot Sims,2,4,[2|4],11,0001,[11|0001]
14,lick,-,UP,Zoot Sims,4,2,[4|2],0001,01,[0001|01]
15,lick,-,UP,Zoot Sims,2,2,[2|2],01,01,[01|01]
16,lick,-,UP,Zoot Sims,2,2,[2|2],01,11,[01|11]
17,lick,-,UP,Zoot Sims,2,2,[2|2],11,11,[11|11]
18,lick,-,UP,Zoot Sims,2,2,[2|2],11,01,[11|01]
19,lick,-,UP,Zoot Sims,2,2,[2|2],01,11,[01|11]
20,lick,-,UP,Zoot Sims,2,1,[2|1],11,1,[11|1]
21,lick,-,UP,Zoot Sims,1,4,[1|4],1,0001,[1|0001]
22,lick,-,UP,Zoot Sims,4,2,[4|2],0001,11,[0001|11]
23,lick,-,UP,Zoot Sims,2,2,[2|2],11,01,[11|01]
24,lick,-,UP,Zoot Sims,2,2,[2|2],01,11,[01|11]
25,lick,-,UP,Zoot Sims,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
2,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
6,line,-,UP,Sonny Rollins,2,2,[2|2],01,01,[01|01]
7,line,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
8,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Sonny Rollins,2,3,[2|3],11,111,[11|111]
11,line,-,UP,Sonny Rollins,3,2,[3|2],111,11,[111|11]
12,line,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
13,line,-,UP,Sonny Rollins,1,2,[1|2],1,11,[1|11]
14,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Sonny Rollins,2,0,[2|0],11,0,[11|0]
1,line,-,MEDIUM,Pepper Adams,4,3,[4|3],1111,011,[1111|011]
2,line,-,MEDIUM,Pepper Adams,3,4,[3|4],011,1111,[011|1111]
3,line,-,MEDIUM,Pepper Adams,4,5,[4|5],1111,11111,[1111|11111]
4,line,-,MEDIUM,Pepper Adams,5,3,[5|3],11111,111,[11111|111]
5,line,-,MEDIUM,Pepper Adams,3,6,[3|6],111,101011,[111|101011]
6,line,-,MEDIUM,Pepper Adams,6,6,[6|6],101011,101101,[101011|101101]
7,line,-,MEDIUM,Pepper Adams,6,4,[6|4],101101,1111,[101101|1111]
8,line,-,MEDIUM,Pepper Adams,4,0,[4|0],1111,0,[1111|0]
1,lick,-,UP,J.J. Johnson,1,4,[1|4],1,0011,[1|0011]
2,lick,-,UP,J.J. Johnson,4,4,[4|4],0011,1001,[0011|1001]
3,lick,-,UP,J.J. Johnson,4,2,[4|2],1001,01,[1001|01]
4,lick,-,UP,J.J. Johnson,2,1,[2|1],01,1,[01|1]
5,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
7,lick,-,UP,J.J. Johnson,1,3,[1|3],1,111,[1|111]
8,lick,-,UP,J.J. Johnson,3,2,[3|2],111,01,[111|01]
9,lick,-,UP,J.J. Johnson,2,1,[2|1],01,1,[01|1]
10,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
11,lick,-,UP,J.J. Johnson,1,3,[1|3],1,011,[1|011]
12,lick,-,UP,J.J. Johnson,3,1,[3|1],011,1,[011|1]
13,lick,-,UP,J.J. Johnson,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
2,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
3,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
5,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
6,lick,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
7,lick,-,UP,Chris Potter,2,4,[2|4],01,1110,[01|1110]
8,lick,-,UP,Chris Potter,4,2,[4|2],1110,11,[1110|11]
9,lick,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
10,lick,-,UP,Chris Potter,2,2,[2|2],01,11,[01|11]
11,lick,-,UP,Chris Potter,2,2,[2|2],11,11,[11|11]
12,lick,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
13,lick,-,UP,Chris Potter,2,2,[2|2],01,01,[01|01]
14,lick,-,UP,Chris Potter,2,2,[2|2],01,01,[01|01]
15,lick,-,UP,Chris Potter,2,2,[2|2],01,11,[01|11]
16,lick,-,UP,Chris Potter,2,1,[2|1],11,1,[11|1]
17,lick,-,UP,Chris Potter,1,2,[1|2],1,11,[1|11]
18,lick,-,UP,Chris Potter,2,2,[2|2],11,01,[11|01]
19,lick,-,UP,Chris Potter,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Michael Brecker,2,6,[2|6],01,110111,[01|110111]
2,line,-,UP,Michael Brecker,6,4,[6|4],110111,0111,[110111|0111]
3,line,-,UP,Michael Brecker,4,2,[4|2],0111,01,[0111|01]
4,line,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
5,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Michael Brecker,2,4,[2|4],11,1001,[11|1001]
8,line,-,UP,Michael Brecker,4,2,[4|2],1001,01,[1001|01]
9,line,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
10,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Michael Brecker,2,3,[2|3],11,011,[11|011]
12,line,-,UP,Michael Brecker,3,2,[3|2],011,11,[011|11]
13,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Michael Brecker,2,3,[2|3],11,011,[11|011]
18,line,-,UP,Michael Brecker,3,2,[3|2],011,11,[011|11]
19,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
23,line,-,UP,Michael Brecker,2,4,[2|4],11,1111,[11|1111]
24,line,-,UP,Michael Brecker,4,4,[4|4],1111,1111,[1111|1111]
25,line,-,UP,Michael Brecker,4,2,[4|2],1111,11,[1111|11]
26,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
27,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
28,line,-,UP,Michael Brecker,2,4,[2|4],11,1001,[11|1001]
29,line,-,UP,Michael Brecker,4,2,[4|2],1001,11,[1001|11]
30,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
31,line,-,UP,Michael Brecker,2,3,[2|3],11,011,[11|011]
32,line,-,UP,Michael Brecker,3,2,[3|2],011,01,[011|01]
33,line,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
34,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
35,line,-,UP,Michael Brecker,2,0,[2|0],11,0,[11|0]
1,line,-,MEDIUM UP,Eric Dolphy,3,6,[3|6],111,111110,[111|111110]
2,line,-,MEDIUM UP,Eric Dolphy,6,2,[6|2],111110,11,[111110|11]
3,line,-,MEDIUM UP,Eric Dolphy,2,3,[2|3],11,111,[11|111]
4,line,-,MEDIUM UP,Eric Dolphy,3,4,[3|4],111,0011,[111|0011]
5,line,-,MEDIUM UP,Eric Dolphy,4,2,[4|2],0011,01,[0011|01]
6,line,-,MEDIUM UP,Eric Dolphy,2,3,[2|3],01,111,[01|111]
7,line,-,MEDIUM UP,Eric Dolphy,3,4,[3|4],111,0011,[111|0011]
8,line,-,MEDIUM UP,Eric Dolphy,4,3,[4|3],0011,111,[0011|111]
9,line,-,MEDIUM UP,Eric Dolphy,3,3,[3|3],111,110,[111|110]
10,line,-,MEDIUM UP,Eric Dolphy,3,1,[3|1],110,1,[110|1]
11,line,-,MEDIUM UP,Eric Dolphy,1,4,[1|4],1,0111,[1|0111]
12,line,-,MEDIUM UP,Eric Dolphy,4,2,[4|2],0111,11,[0111|11]
13,line,-,MEDIUM UP,Eric Dolphy,2,1,[2|1],11,1,[11|1]
14,line,-,MEDIUM UP,Eric Dolphy,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Miles Davis,2,2,[2|2],11,01,[11|01]
2,line,-,UP,Miles Davis,2,2,[2|2],01,01,[01|01]
3,line,-,UP,Miles Davis,2,2,[2|2],01,11,[01|11]
4,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Miles Davis,2,3,[2|3],11,011,[11|011]
9,line,-,UP,Miles Davis,3,3,[3|3],011,011,[011|011]
10,line,-,UP,Miles Davis,3,2,[3|2],011,11,[011|11]
11,line,-,UP,Miles Davis,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Red Garland,2,2,[2|2],11,01,[11|01]
3,line,-,UP,Red Garland,2,2,[2|2],01,11,[01|11]
4,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
19,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Red Garland,2,1,[2|1],11,1,[11|1]
21,line,-,UP,Red Garland,1,3,[1|3],1,011,[1|011]
22,line,-,UP,Red Garland,3,1,[3|1],011,1,[011|1]
23,line,-,UP,Red Garland,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Miles Davis,3,2,[3|2],011,11,[011|11]
2,line,-,UP,Miles Davis,2,3,[2|3],11,011,[11|011]
3,line,-,UP,Miles Davis,3,1,[3|1],011,1,[011|1]
4,line,-,UP,Miles Davis,1,2,[1|2],1,11,[1|11]
5,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Miles Davis,2,4,[2|4],11,1111,[11|1111]
7,line,-,UP,Miles Davis,4,0,[4|0],1111,0,[1111|0]
1,line,-,UP,Wayne Shorter,4,2,[4|2],0001,11,[0001|11]
2,line,-,UP,Wayne Shorter,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Wayne Shorter,2,2,[2|2],11,01,[11|01]
4,line,-,UP,Wayne Shorter,2,4,[2|4],01,0111,[01|0111]
